LOCATION	TIME_UNIT	MEAN_AGE	NO_TAXA	LAT	LONG	NO_HYP_TAXA	MEAN_HYP
10047	Arikareean-1	29.05	1	34.5	-120.25	1	3
10048	Arikareean-1	29.05	5	40.66666667	-117.9583333	5	1.8
10049	Arikareean-2	25.55	4	34.918056	-118.965	4	1
10050	Arikareean-3	21.25	1	35.49	-118.826667	1	1
10051	Arikareean-4	19.15	4	34.469167	-118.430278	4	2.25
10052	Hemingfordian-1	18.15	7	38.555605	-121.468926	7	1.571
10053	Hemingfordian-1	18.15	1	38.555605	-121.468926	1	2
10054	Hemingfordian-2	16.75	6	34.737778	-119.238056	6	2.167
10055	Barstovian-1	15.4	10	34.995278	-119.575278	10	1.9
10056	Barstovian-1	15.4	11	34.765278	-119.245278	11	1.727
10057	Barstovian-1	15.4	6	34.765278	-119.235556	6	1.833
10058	Barstovian-2	13.65	3	38.555605	-121.468926	3	2
10059	Clarendonian-2	11.1	9	34.821111	-119.336667	9	2.111
10060	Clarendonian-3	9.55	8	34.803056	-119.2925	8	2.25
10062	Hemingfordian-2	16.75	2	38.555605	-121.468926	2	2
10063	Hemingfordian-1	18.15	1	38.555605	-121.468926	1	2
10064	Hemingfordian-2	16.75	5	34.851389	-119.553611	5	1.6
10014	Bridgerian-2	47.95	1	32.715	-117.1625	1	1
10065	Hemingfordian-2	16.75	2	35.485556	-118.889722	2	1.5
10066	Hemingfordian-2	16.75	7	35.191111	-118.323889	7	2
10067	Barstovian-1	15.4	6	35.19	-118.316389	6	2
10068	Barstovian-2	13.65	8	35.19	-118.316389	8	1.875
10069	Hemingfordian-2	16.75	11	34.298333	-117.468889	11	1.909
10070	Barstovian-2	13.65	4	34.323333	-117.486111	4	1.75
10071	Barstovian-2	13.65	6	38.555605	-121.468926	6	1.667
10074	Barstovian-1	15.4	8	38.555605	-121.468926	8	1.625
10075	Barstovian-2	13.65	1	38.555605	-121.468926	1	2
10080	Barstovian-2	13.65	2	37.84	-120.643611	2	3
10082	Hemphillian-4	5.4	9	37.600278	-120.579167	9	2.889
10083	Clarendonian-3	9.55	2	37.829722	-121.918611	2	3
10084	Clarendonian-3	9.55	9	37.829722	-121.929167	9	2.333
10086	Clarendonian-2	11.1	3	38.555605	-121.468926	3	2.667
10088	Clarendonian-3	9.55	4	38.555605	-121.468926	4	2.25
10089	Clarendonian-3	9.55	1	38.555605	-121.468926	1	2
10091	Clarendonian-2	11.1	4	35.1	-118.8	4	2.5
10092	Clarendonian-3	9.55	7	35.133611	-118.817778	7	2.571
10093	Clarendonian-3	9.55	3	34.471111	-118.441389	3	2.667
10094	Clarendonian-2	11.1	1	33.8425	-117.461944	1	2
10095	Clarendonian-3	9.55	2	37.877778	-122.216944	2	3
10096	Hemphillian-1	8.3	1	37.760833	-121.989444	1	1
10097	Hemphillian-3	6.35	3	37.859722	-122.145833	3	2.333
10098	Hemphillian-4	5.4	6	38.01	-122.301111	6	2.667
10099	Hemphillian-2	7.2	3	35.474444	-118.926667	3	2.333
10101	Hemphillian-2	7.2	4	38.555605	-121.468926	4	2.5
10016	Uintan-1	45.05	13	32.88333333	-117.0833333	13	1
10102	Hemphillian-4	5.4	8	33.891111	-117.047222	8	2.25
10106	Blancan-Early	3.7	3	38.555605	-121.468926	3	2.333
10108	Blancan-Early	3.7	1	38.29722	-122.28444	1	3
10109	Blancan-Early	3.7	1	38.555605	-121.468926	1	3
10117	Blancan-Early	3.7	1	38.555605	-121.468926	1	3
10120	Blancan-Early	3.7	2	38.555605	-121.468926	2	2
10122	Wasatchian-1	54.8	5	28.66666667	-114.0833333	5	1
10125	Blancan-Early	3.7	3	30.55	-115.166667	3	2.667
10017	Uintan-2	43.3	3	38.555605	-121.468926	3	1
10018	Uintan-3	41.4	3	38.555605	-121.468926	3	1
10019	Uintan-2	43.3	3	33.16666	-117.33333	3	1
10020	Uintan-2	43.3	7	32.715	-117.1625	7	1
10021	Uintan-3	41.4	6	33.13333333	-117.3333333	6	1
10023	Duchesnean	38.5	4	33.41666667	-117.5	4	1
10024	Duchesnean	38.5	2	38.555605	-121.468926	2	1
10025	Uintan-3	41.4	4	32.75	-117	4	1
10026	Uintan-3	41.4	3	38.555605	-121.468926	3	1
10028	Uintan-3	41.4	5	36.043056	-120.106667	5	1
10030	Uintan-3	41.4	4	36.04306	-120.107	4	1
10032	Duchesnean	38.5	1	34.33333333	-118.8333333	1	1
10033	Duchesnean	38.5	4	34.33333333	-118.8166667	4	1
10034	Arikareean-1	29.05	11	34.28333333	-118.9166667	11	1.364
10035	Arikareean-1	29.05	7	34.321667	-118.786111	7	1.286
10036	Arikareean-2	25.55	1	34.275	-119.227778	1	1
10040	Uintan-3	41.4	1	38.555605	-121.468926	1	1
10041	Arikareean-1	29.05	1	33.716944	-117.695833	1	3
10043	Hemingfordian-1	18.15	7	38.555605	-121.468926	7	1.714
10149	Hemingfordian-2	16.75	2	40.7	-111.883333	2	1.5
10424	Arikareean-1	29.05	13	41.615	-103.251111	13	1.538
10425	Arikareean-2	25.55	7	42.112778	-103.771389	7	1.857
10426	Arikareean-3	21.25	19	42.418611	-103.801111	19	1.368
10429	Arikareean-4	19.15	12	42.417222	-103.727222	12	1.333
10430	Arikareean-4	19.15	23	42.444722	-103.728611	23	1.348
10431	Hemingfordian-1	18.15	3	42.393056	-103.311667	3	2
10433	Hemingfordian-1	18.15	23	42.750833	-102.022222	23	1.522
10434	Hemingfordian-1	18.15	12	41.809167	-103.1025	12	1.417
10435	Hemingfordian-2	16.75	1	42.726667	-103.155	1	3
10436	Hemingfordian-2	16.75	23	42.399722	-103.030556	23	1.652
10437	Hemingfordian-2	16.75	18	42.175	-103.7375	18	1.944
10438	Hemingfordian-2	16.75	30	42.178333	-103.755278	30	1.867
10439	Hemingfordian-2	16.75	13	42.653889	-102.785278	13	1.692
10440	Barstovian-2	13.65	1	40.809868	-96.675345	1	2
10441	Barstovian-1	15.4	36	42.160833	-103.725833	36	1.889
10442	Barstovian-1	15.4	14	42.690278	-102.840278	14	1.5
10445	Barstovian-2	13.65	1	41.59722	-96.78972	1	2
10453	Barstovian-2	13.65	27	42.784444	-100.035278	27	1.963
10454	Barstovian-2	13.65	32	42.826667	-97.636389	32	1.969
10455	Barstovian-2	13.65	29	42.712222	-99.788889	29	2.207
10456	Clarendonian-1	12.3	29	42.6425	-100.064444	29	2.103
10457	Clarendonian-2	11.1	6	40.809868	-96.675345	6	2
10458	Clarendonian-3	9.55	14	42.166111	-103.726667	14	2.286
10459	Hemphillian-2	7.2	13	42.198056	-103.780833	13	2.154
10460	Hemphillian-3	6.35	11	40.809868	-96.675345	11	2.273
10462	Clarendonian-2	11.1	29	42.421111	-98.156667	29	2.138
10463	Barstovian-2	13.65	1	40.809868	-96.675345	1	2
10461	Hemphillian-1	8.3	15	40.809868	-96.675345	15	2.267
10466	Hemphillian-2	7.2	18	40.395	-100.257778	18	2.389
10467	Hemphillian-3	6.35	9	42.393056	-98.126111	9	2.444
10468	Hemphillian-4	5.4	12	42.815833	-97.725278	12	2.167
10471	Blancan-Early	3.7	8	40.809868	-96.675345	8	2
10472	Blancan-Early	3.7	9	40.809868	-96.675345	9	2.667
10473	Blancan-Early	3.7	8	40.809868	-96.675345	8	2.625
10476	Blancan-Late	2.2	10	40.809868	-96.675345	10	2.4
10478	Clarendonian-2	11.1	5	39.055833	-95.689444	5	2.4
10480	Clarendonian-3	9.55	1	38.878056	-99.510278	1	2
10481	Hemphillian-1	8.3	14	37.371389	-99.785278	14	2.286
10482	Hemphillian-2	7.2	1	39.055833	-95.689444	1	3
10483	Hemphillian-3	6.35	10	39.154722	-101.509722	10	2.2
10484	Hemphillian-3	6.35	9	39.082222	-99.759167	9	2.778
10487	Clarendonian-2	11.1	1	37.2	-99.8	1	1
10488	Clarendonian-3	9.55	2	39.055833	-95.689444	2	2.5
10489	Clarendonian-3	9.55	6	39.069444	-99.555556	6	2.167
10491	Hemphillian-2	7.2	10	39.400833	-100.136944	10	2.5
10493	Hemphillian-4	5.4	6	38.456389	-97.4725	6	2.833
10494	Blancan-Early	3.7	6	39.055833	-95.689444	6	2.333
10495	Blancan-Early	3.7	6	39.055833	-95.689444	6	2.667
10496	Blancan-Early	3.7	4	39.055833	-95.689444	4	2.25
10497	Blancan-Early	3.7	9	39.055833	-95.689444	9	2.222
10500	Blancan-Early	3.7	3	39.055833	-95.689444	3	2.333
10501	Blancan-Late	2.2	7	39.92361	-97.82139	7	2.286
10502	Blancan-Late	2.2	1	39.055833	-95.689444	1	3
10503	Blancan-Late	2.2	1	39.055833	-95.689444	1	3
10504	Blancan-Late	2.2	4	39.055833	-95.689444	4	2.5
10166	Tiffanian-3	58.25	1	44.678056	-106.978889	1	1
10168	Tiffanian-4	57.5	2	44.678056	-106.978889	2	1
10169	Tiffanian-5	56.8	2	44.678056	-106.978889	2	1
10170	Clarkforkian-2	55.6	2	44.678057	-106.97889	2	1
10177	Torrejonian-3	61.1	1	41.66	-108.89	1	1
10178	Tiffanian-4	57.5	1	41.66	-108.89	1	1
10179	Tiffanian-5	56.8	1	41.66	-108.89	1	1
10180	Clarkforkian-2	55.6	2	41.66	-108.89	2	1
10182	Tiffanian-1	60.4	1	43.03	-108.63	1	1
10183	Tiffanian-4	57.5	1	43.029722	-106.809167	1	1
10184	Clarkforkian-2	55.6	1	43.03	-108.63	1	1
10185	Tiffanian-2	59.35	1	43.03	-108.63	1	1
10186	Tiffanian-3	58.25	1	43.03	-108.63	1	1
10187	Tiffanian-5	56.8	1	43.03	-108.63	1	1
10188	Clarkforkian-1	55.9	2	44.678056	-106.978889	2	1
10191	Tiffanian-6	56.15	2	41.14555	-104.801944	2	1
10192	Clarkforkian-3	55.2	4	41.14555	-104.801944	4	1
10194	Wasatchian-0	54.95	3	41.14555	-104.801944	3	1
10197	Wasatchian-6	52.85	2	41.14555	-104.801944	2	1
10198	Wasatchian-7	51.35	1	41.14555	-104.801944	1	1
10201	Wasatchian-0	54.95	3	41.14555	-104.801944	3	1
10202	Wasatchian-5	53.25	7	43.5	-108.25	7	1
10204	Wasatchian-6	52.85	8	43.5	-108.25	8	1
10205	Wasatchian-7	51.35	8	43.5	-108.25	8	1
10206	Wasatchian-7	51.35	10	44.5	-109.3333333	10	1
10207	Bridgerian-1	49.45	7	44.678056	-106.978889	7	1
10209	Tiffanian-3	58.25	1	42	-111	1	1
10210	Tiffanian-3	58.25	1	43.5	-111.25	1	1
10211	Tiffanian-5	56.8	1	43.5	-111.25	1	1
10212	Clarkforkian-2	55.6	1	43.5	-111.25	1	1
10215	Tiffanian-3	58.25	1	42.25	-110.25	1	1
10216	Clarkforkian-2	55.6	2	42.25	-110.25	2	1
10217	Wasatchian-1	54.8	2	42.27	-110.8	2	1
10223	Wasatchian-7	51.35	10	41.14555	-104.801944	10	1
10224	Wasatchian-7	51.35	12	41.14555	-104.801944	12	1
10225	Wasatchian-7	51.35	6	41.14555	-104.801944	6	1
10226	Wasatchian-7	51.35	14	42.76	-109.92	14	1
10227	Bridgerian-1	49.45	6	41.5	-108	6	1
10228	Wasatchian-7	51.35	4	41.14555	-104.801944	4	1
10229	Wasatchian-7	51.35	3	41.14555	-104.801944	3	1
10230	Bridgerian-1	49.45	13	42.76	-109.92	13	1
10231	Bridgerian-1	49.45	12	41.14555	-104.801944	12	1
10232	Tiffanian-3	58.25	1	41.14555	-104.801944	1	1
10234	Clarkforkian-2	55.6	2	41.14555	-104.801944	2	1
10237	Wasatchian-6	52.85	14	41.14555	-104.801944	14	1
10239	Wasatchian-7	51.35	21	43.029722	-106.809167	21	1
10240	Bridgerian-0	49.95	14	43.029722	-106.809167	14	1
10241	Wasatchian-6	52.85	6	43.5	-107.5	6	1
10242	Wasatchian-7	51.35	3	43.6	-107.6	3	1
10243	Wasatchian-7	51.35	3	43.7	-107.7	3	1
10244	Bridgerian-2	47.95	1	43.029722	-106.809167	1	1
10245	Uintan-2	43.3	2	43.029722	-106.809167	2	1
10246	Uintan-3	41.4	13	43.029722	-106.809167	13	1
10247	Duchesnean	38.5	6	43.029722	-106.809167	6	1
10252	Bridgerian-1	49.45	6	41.14555	-104.801944	6	1
10253	Bridgerian-1	49.45	3	44.48333333	-109.4666667	3	1
10254	Bridgerian-2	47.95	9	43.83333333	-109.1666667	9	1
10256	Bridgerian-2	47.95	6	41.14555	-104.801944	6	1
10257	Wasatchian-7	51.35	1	41.14555	-104.801944	1	1
10259	Bridgerian-1	49.45	1	41.14555	-104.801944	1	1
10261	Bridgerian-1	49.45	12	42.5	-109.5	12	1
10262	Bridgerian-2	47.95	9	42.5	-109.5	9	1
10263	Bridgerian-2	47.95	16	41.66	-108.89	16	1
10264	Bridgerian-3	46.6	17	42.41666667	-109.4166667	17	1
10265	Uintan-1	45.05	4	41.14555	-104.801944	4	1
10266	Bridgerian-3	46.6	3	41.14555	-104.801944	3	1
10267	Bridgerian-3	46.6	5	41.14555	-104.801944	5	1
10268	Uintan-1	45.05	9	41.14555	-104.801944	9	1
10269	Uintan-2	43.3	2	41.14555	-104.801944	2	1
10270	Uintan-3	41.4	5	41.14555	-104.801944	5	1
10271	Bridgerian-2	47.95	3	41.5	-109	3	1
10272	Bridgerian-3	46.6	12	41.66	-108.89	12	1
10273	Uintan-1	45.05	19	41.66	-108.89	19	1
10274	Uintan-2	43.3	5	41.66	-108.89	5	1
10277	Chadronian-3	35.2	15	43.029722	-106.809167	15	1.133
10278	Chadronian-2	36.1	1	43.029722	-106.809167	1	1
10281	Chadronian-4	34.2	6	42.41666667	-106.25	6	1.167
10284	Chadronian-1	36.75	8	41.14555	-104.801944	8	1.125
10285	Chadronian-2	36.1	2	43.03	-108.63	2	1
10286	Chadronian-4	34.2	5	43.03	-108.63	5	1
10287	Chadronian-4	34.2	9	42.66666667	-105.25	9	1.222
10289	Chadronian-4	34.2	13	43.05	-104.47	13	1.154
10293	Chadronian-2	36.1	12	42.09	-104.36	12	1.25
10297	Chadronian-3	35.2	5	41.14555	-104.801944	5	1.2
10299	Chadronian-2	36.1	5	43.92	-110.57	5	1.2
10300	Arikareean-2	25.55	1	43.938333	-110.55	1	1
10301	Arikareean-4	19.15	1	43.93333333	-110.55	1	2
10302	Hemingfordian-1	18.15	4	43.931944	-110.553889	4	1.5
10303	Barstovian-2	13.65	3	43.76166667	-110.5552778	3	2.333
10306	Arikareean-1	29.05	2	44.117778	-107.116667	2	2
10307	Arikareean-1	29.05	12	42.671944	-104.755556	12	1.667
10309	Arikareean-2	25.55	5	41.6625	-104.259722	5	1.4
10311	Barstovian-2	13.65	1	41.692778	-104.205833	1	1
10312	Arikareean-2	25.55	10	42.6525	-104.823611	10	1.9
10313	Arikareean-4	19.15	12	41.691389	-104.743611	12	1.5
10314	Hemingfordian-1	18.15	3	42.67	-104.084444	3	1.333
10315	Arikareean-3	21.25	20	42.908056	-104.421667	20	1.55
10316	Arikareean-4	19.15	4	41.682222	-104.731389	4	1.25
10317	Hemingfordian-1	18.15	1	41.14555	-104.801944	1	1
10318	Hemingfordian-1	18.15	3	42.446389	-107.556667	3	1.667
10319	Hemingfordian-2	16.75	9	42.446389	-107.556667	9	1.778
10320	Clarendonian-2	11.1	1	42.461389	-107.486667	1	3
10321	Hemingfordian-2	16.75	5	41.14555	-104.801944	5	1.6
10323	Barstovian-2	13.65	10	41.5	-104.75	10	2.3
10137	Bridgerian-1	49.45	8	40.7	-111.883333	8	1
10138	Duchesnean	38.5	1	39.37	-111.58	1	1
10139	Duchesnean	38.5	3	40.7	-111.883333	3	1
10334	Clarkforkian-1	55.9	2	39.739167	-104.984722	2	1
10335	Clarkforkian-3	55.2	1	39.739167	-104.984722	1	1
10342	Wasatchian-7	51.35	9	39.739167	-104.984722	9	1
10347	Uintan-1	45.05	15	39.739167	-104.984722	15	1
10348	Chadronian-4	34.2	1	39.739167	-104.984722	1	1
10349	Chadronian-3	35.2	4	39.739167	-104.984722	4	1
10350	Chadronian-3	35.2	1	39.739167	-104.984722	1	1
10351	Chadronian-4	34.2	16	39.739167	-104.984722	16	1.125
10353	Whitneyan-2	30.7	9	39.739167	-104.984722	9	1.556
10140	Uintan-2	43.3	23	40	-110	23	1
10141	Uintan-2	43.3	3	40.7	-111.883333	3	1
10142	Uintan-3	41.4	27	40	-110	27	1
10357	Hemingfordian-1	18.15	15	40.901667	-103.269722	15	1.6
10358	Hemingfordian-1	18.15	1	41.000556	-106.559444	1	2
10359	Hemingfordian-2	16.75	2	39.739167	-104.984722	2	1.5
10362	Barstovian-2	13.65	2	40.594722	-108.645278	2	2
10363	Barstovian-2	13.65	4	40.460278	-108.247222	4	2
10365	Hemingfordian-1	18.15	3	40.074722	-105.945278	3	1.333
10367	Barstovian-1	15.4	6	39.739167	-104.984722	6	1.833
10368	Clarendonian-2	11.1	1	39.739167	-104.984722	1	2
10370	Barstovian-1	15.4	24	40.870556	-103.920556	24	1.917
10371	Barstovian-2	13.65	23	39.739167	-104.984722	23	1.913
10372	Barstovian-2	13.65	20	40.815278	-104.065833	20	2
10373	Barstovian-1	15.4	1	39.739167	-104.984722	1	3
10374	Barstovian-2	13.65	18	40.57861	-103.35778	18	2.222
10376	Barstovian-2	13.65	1	40.779167	-103.970556	1	2
10378	Hemphillian-2	7.2	15	40.075833	-102.223333	15	2.4
10143	Uintan-3	41.4	7	40	-110	7	1
10144	Uintan-3	41.4	2	40	-110	2	1
10145	Duchesnean	38.5	12	40	-110	12	1.083
10146	Duchesnean	38.5	1	40.7	-111.883333	1	1
10379	Blancan-Early	3.7	5	37	-103.6333333	5	2
10380	Blancan-Late	2.2	1	39.739167	-104.984722	1	3
10381	Duchesnean	38.5	5	45.59	-103.5	5	1
10382	Chadronian-1	36.75	15	43.5	-103	15	1.067
10383	Chadronian-3	35.2	12	43.5	-103	12	1.083
10384	Chadronian-4	34.2	16	43.5	-103	16	1.062
10389	Whitneyan-2	30.7	5	43.08333333	-102.3333333	5	1.8
10390	Arikareean-1	29.05	5	43.389722	-102.464722	5	1.8
10391	Arikareean-1	29.05	15	43.08333	-102.333	15	1.4
10393	Arikareean-1	29.05	6	43.339444	-102.354444	6	1.5
10394	Arikareean-2	25.55	8	43.18	-102.419722	8	1.5
10395	Arikareean-3	21.25	8	43.464167	-101.655278	8	1.25
10396	Arikareean-4	19.15	15	43.389722	-102.464722	15	1.467
10399	Arikareean-2	25.55	5	43.058056	-99.818611	5	1.4
10400	Barstovian-2	13.65	8	42.91666667	-99.75	8	2.5
10402	Hemingfordian-1	18.15	12	43.132778	-101.871111	12	1.25
10403	Barstovian-2	13.65	5	43.493056	-99.277778	5	2
10404	Barstovian-2	13.65	1	43.233611	-100.821667	1	2
10405	Clarendonian-2	11.1	25	43.119444	-101.930833	25	2.16
10406	Clarendonian-2	11.1	9	43.002222	-102.386944	9	2.556
10407	Blancan-Late	2.2	4	43.39	-98.36	4	2.75
10408	Blancan-Late	2.2	4	43.233889	-99.428611	4	3
10409	Blancan-Late	2.2	3	43.768333	-103.5975	3	2.667
10410	Blancan-Late	2.2	4	43.21	-98.59	4	2.75
10412	Chadronian-2	36.1	8	41.12556	-100.75056	8	1.125
10413	Chadronian-3	35.2	14	41.12556	-100.75056	14	1.143
10415	Chadronian-4	34.2	18	41.12556	-100.75056	18	1.111
